Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","566","Nigeria","5510","Production","23540","Molasses","2019","2019","t","21000","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5510","Production","23540","Molasses","2020","2020","t","8900","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","23540","Molasses","2021","2021","t","17075","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","23540","Molasses","2022","2022","t","10000","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","23540","Molasses","2023","2023","t","13948.64","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01950.01","Natural rubber in primary forms","2019","2019","ha","149555","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01950.01","Natural rubber in primary forms","2019","2019","kg/ha","376.4","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01950.01","Natural rubber in primary forms","2019","2019","t","56300","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01950.01","Natural rubber in primary forms","2020","2020","ha","138413","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01950.01","Natural rubber in primary forms","2020","2020","kg/ha","370.6","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01950.01","Natural rubber in primary forms","2020","2020","t","51300","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01950.01","Natural rubber in primary forms","2021","2021","ha","153115","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01950.01","Natural rubber in primary forms","2021","2021","kg/ha","373.6","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01950.01","Natural rubber in primary forms","2021","2021","t","57200","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01950.01","Natural rubber in primary forms","2022","2022","ha","154358","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01950.01","Natural rubber in primary forms","2022","2022","kg/ha","378.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01950.01","Natural rubber in primary forms","2022","2022","t","58400","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01950.01","Natural rubber in primary forms","2023","2023","ha","164301","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01950.01","Natural rubber in primary forms","2023","2023","kg/ha","378.6","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01950.01","Natural rubber in primary forms","2023","2023","t","62200","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01950.01","Natural rubber in primary forms","2024","2024","ha","172383","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01950.01","Natural rubber in primary forms","2024","2024","kg/ha","378.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01950.01","Natural rubber in primary forms","2024","2024","t","65300","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21691.14","Oil of palm kernel","2019","2019","t","139800","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21691.14","Oil of palm kernel","2020","2020","t","146300","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21691.14","Oil of palm kernel","2021","2021","t","150900","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21691.14","Oil of palm kernel","2022","2022","t","163300","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21691.14","Oil of palm kernel","2023","2023","t","167900","X","Value from external organization","Unofficial figure"
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21691.07","Oil of sesame seed","2019","2019","t","51564.97","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21691.07","Oil of sesame seed","2020","2020","t","33382.3","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21691.07","Oil of sesame seed","2021","2021","t","32000","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21691.07","Oil of sesame seed","2022","2022","t","21215.61","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","21691.07","Oil of sesame seed","2023","2023","t","48601.78","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01491.01","Oil palm fruit","2019","2019","ha","3809946","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01491.01","Oil palm fruit","2019","2019","kg/ha","2569.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01491.01","Oil palm fruit","2019","2019","t","9790903.37","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01491.01","Oil palm fruit","2020","2020","ha","3894907","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01491.01","Oil palm fruit","2020","2020","kg/ha","2567.5","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01491.01","Oil palm fruit","2020","2020","t","10000000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01491.01","Oil palm fruit","2021","2021","ha","4088238","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01491.01","Oil palm fruit","2021","2021","kg/ha","2568.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01491.01","Oil palm fruit","2021","2021","t","10500000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01491.01","Oil palm fruit","2022","2022","ha","4320992","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01491.01","Oil palm fruit","2022","2022","kg/ha","2568.9","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01491.01","Oil palm fruit","2022","2022","t","11100000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01491.01","Oil palm fruit","2023","2023","ha","4512131","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01491.01","Oil palm fruit","2023","2023","kg/ha","2567.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01491.01","Oil palm fruit","2023","2023","t","11583922.63","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01491.01","Oil palm fruit","2024","2024","ha","4488839","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01491.01","Oil palm fruit","2024","2024","kg/ha","2565.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01491.01","Oil palm fruit","2024","2024","t","11517077.61","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01239.01","Okra","2019","2019","ha","1430860","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01239.01","Okra","2019","2019","kg/ha","1200.8","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01239.01","Okra","2019","2019","t","1718170","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01239.01","Okra","2020","2020","ha","1473150","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01239.01","Okra","2020","2020","kg/ha","1193.5","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01239.01","Okra","2020","2020","t","1758180","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01239.01","Okra","2021","2021","ha","1567439","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01239.01","Okra","2021","2021","kg/ha","1150.3","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01239.01","Okra","2021","2021","t","1803030","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01239.01","Okra","2022","2022","ha","1789729","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01239.01","Okra","2022","2022","kg/ha","1037.2","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01239.01","Okra","2022","2022","t","1856327.98","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01239.01","Okra","2023","2023","ha","1987084","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01239.01","Okra","2023","2023","kg/ha","939.4","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01239.01","Okra","2023","2023","t","1866665.51","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01239.01","Okra","2024","2024","ha","2094633","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01239.01","Okra","2024","2024","kg/ha","862.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01239.01","Okra","2024","2024","t","1807284.29","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2019","2019","ha","568225","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2019","2019","kg/ha","2576.9","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2019","2019","t","1464280","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","ha","589610","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","kg/ha","2573.3","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","t","1517270","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","ha","595850","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","kg/ha","2575.2","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2021","2021","t","1534430","A","Official value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","ha","604398","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","kg/ha","2606.5","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","t","1575366.18","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2023","2023","ha","610417","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2023","2023","kg/ha","2697.4","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2023","2023","t","1646510.45","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2024","2024","ha","612609","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2024","2024","kg/ha","2732.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2024","2024","t","1673861.72","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01253.01","Onions and shallots, green","2019","2019","ha","14388","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01253.01","Onions and shallots, green","2019","2019","kg/ha","16238.5","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01253.01","Onions and shallots, green","2019","2019","t","233635.28","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01253.01","Onions and shallots, green","2020","2020","ha","14517","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01253.01","Onions and shallots, green","2020","2020","kg/ha","16094","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01253.01","Onions and shallots, green","2020","2020","t","233636.92","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01253.01","Onions and shallots, green","2021","2021","ha","14380","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01253.01","Onions and shallots, green","2021","2021","kg/ha","16992.1","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01253.01","Onions and shallots, green","2021","2021","t","244342.24","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01253.01","Onions and shallots, green","2022","2022","ha","14428","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01253.01","Onions and shallots, green","2022","2022","kg/ha","16892.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01253.01","Onions and shallots, green","2022","2022","t","243724.12","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01253.01","Onions and shallots, green","2023","2023","ha","14442","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01253.01","Onions and shallots, green","2023","2023","kg/ha","16963.2","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01253.01","Onions and shallots, green","2023","2023","t","244976.78","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01253.01","Onions and shallots, green","2024","2024","ha","14417","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01253.01","Onions and shallots, green","2024","2024","kg/ha","16949.1","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01253.01","Onions and shallots, green","2024","2024","t","244347.71","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01329","Other citrus fruit, n.e.c.","2019","2019","ha","837245","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","2019","2019","kg/ha","4987.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","2019","2019","t","4175608.24","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01329","Other citrus fruit, n.e.c.","2020","2020","ha","846883","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","2020","2020","kg/ha","5013.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","2020","2020","t","4245644.4","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01329","Other citrus fruit, n.e.c.","2021","2021","ha","852573","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","2021","2021","kg/ha","4903.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","2021","2021","t","4180805.28","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01329","Other citrus fruit, n.e.c.","2022","2022","ha","856879","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","2022","2022","kg/ha","4902.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","2022","2022","t","4200685.97","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01329","Other citrus fruit, n.e.c.","2023","2023","ha","862472","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","2023","2023","kg/ha","4880.2","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","2023","2023","t","4209045.22","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01329","Other citrus fruit, n.e.c.","2024","2024","ha","857308","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01329","Other citrus fruit, n.e.c.","2024","2024","kg/ha","4895.4","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01329","Other citrus fruit, n.e.c.","2024","2024","t","4196845.49","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01929.90","Other fibre crops, raw, n.e.c.","2019","2019","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2019","2019","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01929.90","Other fibre crops, raw, n.e.c.","2020","2020","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2020","2020","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01929.90","Other fibre crops, raw, n.e.c.","2021","2021","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2021","2021","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01929.90","Other fibre crops, raw, n.e.c.","2022","2022","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2022","2022","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01929.90","Other fibre crops, raw, n.e.c.","2023","2023","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2023","2023","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01929.90","Other fibre crops, raw, n.e.c.","2024","2024","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2024","2024","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01359.90","Other fruits, n.e.c.","2019","2019","ha","177892","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","2019","2019","kg/ha","6797.1","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","2019","2019","t","1209156.13","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01359.90","Other fruits, n.e.c.","2020","2020","ha","183559","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","2020","2020","kg/ha","6430.4","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","2020","2020","t","1180360.05","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01359.90","Other fruits, n.e.c.","2021","2021","ha","182089","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","2021","2021","kg/ha","6833.9","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","2021","2021","t","1244377.1","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01359.90","Other fruits, n.e.c.","2022","2022","ha","181862","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","2022","2022","kg/ha","6841","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","2022","2022","t","1244123.23","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01359.90","Other fruits, n.e.c.","2023","2023","ha","181707","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","2023","2023","kg/ha","6853","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","2023","2023","t","1245244.6","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01359.90","Other fruits, n.e.c.","2024","2024","ha","181728","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","2024","2024","kg/ha","6865","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","2024","2024","t","1247571.84","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2019","2019","ha","2698","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2019","2019","kg/ha","2704.1","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2019","2019","t","7296.71","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2020","2020","ha","2694","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2020","2020","kg/ha","2720.1","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2020","2020","t","7329.11","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2021","2021","ha","2758","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2021","2021","kg/ha","2646.9","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2021","2021","t","7301.15","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2022","2022","ha","2757","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2022","2022","kg/ha","2777.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2022","2022","t","7656.78","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2023","2023","ha","2765","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2023","2023","kg/ha","2686.6","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2023","2023","t","7429.01","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2024","2024","ha","2773","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2024","2024","kg/ha","2690.6","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2024","2024","t","7462.31","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01449.90","Other oil seeds, n.e.c.","2019","2019","ha","200","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01449.90","Other oil seeds, n.e.c.","2019","2019","kg/ha","2644.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01449.90","Other oil seeds, n.e.c.","2019","2019","t","528.96","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01449.90","Other oil seeds, n.e.c.","2020","2020","ha","200","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01449.90","Other oil seeds, n.e.c.","2020","2020","kg/ha","2687.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01449.90","Other oil seeds, n.e.c.","2020","2020","t","537.46","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01449.90","Other oil seeds, n.e.c.","2021","2021","ha","200","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01449.90","Other oil seeds, n.e.c.","2021","2021","kg/ha","2797.1","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01449.90","Other oil seeds, n.e.c.","2021","2021","t","559.41","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01449.90","Other oil seeds, n.e.c.","2022","2022","ha","213","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01449.90","Other oil seeds, n.e.c.","2022","2022","kg/ha","2728.9","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01449.90","Other oil seeds, n.e.c.","2022","2022","t","580.52","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","566","Nigeria","5312","Area harvested","01449.90","Other oil seeds, n.e.c.","2023","2023","ha","212","I","Value imputed by a receiving agency",""
